FromNo,ToNo,From,Part
42,12,0,0
42,13,0,0
42,14,0,0
42,15,0,0
42,16,0,0
42,17,0,0
42,18,0,0
42,19,0,0
42,20,0,0
42,21,0,0
42,22,0,0
42,23,0,0
42,24,0,0
42,25,0,0
42,26,0,0
42,27,0,0
42,28,0,0
42,29,0,0
42,30,0,0
42,31,0,0
42,32,0,0
42,33,0,0
42,34,0,0
42,35,0,0
42,36,0,0
42,37,0,0
42,38,0,0
42,39,0,0
42,40,0,0
42,41,0,0
42,42,0,0
42,43,0,0
42,44,0,0
42,45,0,0
42,46,0,0
42,47,0,0
42,48,0,0
42,49,0,0
42,50,0,0
42,51,0,0
42,52,0,0
42,53,0,0
42,54,0,0
42,55,0,0
42,56,0,0
42,57,0,0
42,58,0,0
42,59,0,0
42,60,0,0
42,61,0,0
42,62,0,0
42,63,0,0
42,64,0,0
42,65,0,0
42,66,0,0
42,67,0,0
42,68,0,0
42,69,0,0
42,70,0,0
42,71,0,0
42,72,0,0
42,73,0,0
42,74,0,0
42,75,0,0
42,76,0,0
42,77,0,0
42,78,0,0
42,79,0,0
43,1,9855,28
43,2,9855,159
43,3,9855,155
43,4,9855,65
43,5,9855,15
43,6,9855,1248
43,7,9855,53
43,8,9855,85
43,9,9855,117
43,10,9855,0
43,11,9855,0
43,12,9855,104
43,13,9855,81
43,14,9855,164
43,15,9855,0
43,16,9855,65
43,17,9855,80
43,18,9855,199
43,19,9855,75
43,20,9855,3
43,21,9855,0
43,22,9855,20
43,23,9855,7
43,24,9855,0
43,25,9855,70
43,26,9855,0
43,27,9855,83
43,28,9855,38
43,29,9855,0
43,30,9855,70
43,31,9855,81
43,32,9855,80
43,33,9855,550
43,34,9855,189
43,35,9855,130
43,36,9855,73
43,37,9855,135
43,38,9855,1484
43,39,9855,2
43,40,9855,212
43,41,9855,689
43,42,9855,0
43,43,9855,0
43,44,9855,0
43,45,9855,470
43,46,9855,0
43,47,9855,27
43,48,9855,26
43,49,9855,91
43,50,9855,44
43,51,9855,192
43,52,9855,290
43,53,9855,168
43,54,9855,161
43,55,9855,7
43,56,9855,401
43,57,9855,8
43,58,9855,32
43,59,9855,12
43,60,9855,0
43,61,9855,188
43,62,9855,41
43,63,9855,40
43,64,9855,167
43,65,9855,0
43,66,9855,0
43,67,9855,0
43,68,9855,0
43,69,9855,0
43,70,9855,236
43,71,9855,8
43,72,9855,9
43,73,9855,47
43,74,9855,139
43,75,9855,223
43,76,9855,0
43,77,9855,126
43,78,9855,93
43,79,9855,0
44,1,40907,223
44,2,40907,511
44,3,40907,425
44,4,40907,244
44,5,40907,46
44,6,40907,2762
44,7,40907,179
44,8,40907,110
44,9,40907,568
44,10,40907,0
44,11,40907,38
44,12,40907,412
44,13,40907,422
44,14,40907,250
44,15,40907,837
44,16,40907,419
44,17,40907,450
44,18,40907,1432
44,19,40907,410
44,20,40907,12
44,21,40907,46
44,22,40907,151
44,23,40907,81
44,24,40907,128
44,25,40907,657
44,26,40907,434
44,27,40907,132
44,28,40907,141
44,29,40907,0
44,30,40907,306
44,31,40907,893
44,32,40907,377
44,33,40907,2083
44,34,40907,462
44,35,40907,754
44,36,40907,13
44,37,40907,559
44,38,40907,3734
44,39,40907,19
44,40,40907,516
44,41,40907,1980
44,42,40907,0
44,43,40907,0
44,44,40907,0
44,45,40907,2324
44,46,40907,1175
44,47,40907,321
44,48,40907,90
44,49,40907,268
44,50,40907,222
44,51,40907,384
44,52,40907,1377
44,53,40907,826
44,54,40907,680
44,55,40907,97
44,56,40907,1417
44,57,40907,37
44,58,40907,165
44,59,40907,120
44,60,40907,0
44,61,40907,79
44,62,40907,424
44,63,40907,204
44,64,40907,21
44,65,40907,90
44,66,40907,0
44,67,40907,676
44,68,40907,2556
44,69,40907,0
44,70,40907,678
44,71,40907,129
44,72,40907,765
44,73,40907,131
44,74,40907,836
44,75,40907,658
44,76,40907,169
44,77,40907,351
44,78,40907,421
44,79,40907,0
45,1,395920,1383
45,2,395920,3961
45,3,395920,4171
45,4,395920,2143
45,5,395920,527
45,6,395920,24685
45,7,395920,1168
45,8,395920,957
45,9,395920,3524
45,10,395920,0
45,11,395920,238
45,12,395920,4000
45,13,395920,2799
45,14,395920,1853
45,15,395920,5379
45,16,395920,3079
45,17,395920,3307
45,18,395920,5691
45,19,395920,2137
45,20,395920,237
45,21,395920,279
45,22,395920,806
45,23,395920,494
45,24,395920,1116
45,25,395920,2512
45,26,395920,3331
45,27,395920,2232
45,28,395920,1484
45,29,395920,94
45,30,395920,2293
45,31,395920,3570
45,32,395920,2519
45,33,395920,14246
45,34,395920,4444
45,35,395920,6267
45,36,395920,1279
45,37,395920,4146
45,38,395920,32366
45,39,395920,213
45,40,395920,3011
45,41,395920,12333
45,42,395920,0
45,43,395920,436
45,44,395920,2247
45,45,395920,0
45,46,395920,718
45,47,395920,1491
45,48,395920,826
45,49,395920,1594
45,50,395920,1742
45,51,395920,64338
45,52,395920,61400
45,53,395920,5797
45,54,395920,11475
45,55,395920,977
45,56,395920,13695
45,57,395920,579
45,58,395920,1446
45,59,395920,1006
45,60,395920,0
45,61,395920,1272
45,62,395920,3864
45,63,395920,1647
45,64,395920,2186
45,65,395920,1627
45,66,395920,0
45,67,395920,5218
45,68,395920,7694
45,69,395920,0
45,70,395920,6805
45,71,395920,1868
45,72,395920,2651
45,73,395920,1632
45,74,395920,6455
45,75,395920,6115
45,76,395920,850
45,77,395920,1842
45,78,395920,3114
45,79,395920,1039
46,1,22087,81
46,2,22087,275
46,3,22087,215
46,4,22087,118
46,5,22087,29
46,6,22087,1582
46,7,22087,78
46,8,22087,72
46,9,22087,337
46,10,22087,0
46,11,22087,30
46,12,22087,202
46,13,22087,202
46,14,22087,121
46,15,22087,756
46,16,22087,194
46,17,22087,214
46,18,22087,582
46,19,22087,251
46,20,22087,12
46,21,22087,13
46,22,22087,80
46,23,22087,29
46,24,22087,61
46,25,22087,241
46,26,22087,213
46,27,22087,135
46,28,22087,87
46,29,22087,0
46,30,22087,160
46,31,22087,455
46,32,22087,250
46,33,22087,1503
46,34,22087,186
46,35,22087,460
46,36,22087,0
46,37,22087,206
46,38,22087,1956
46,39,22087,10
46,40,22087,255
46,41,22087,1069
46,42,22087,0
46,43,22087,0
46,44,22087,1241
46,45,22087,706
46,46,22087,0
46,47,22087,137
46,48,22087,38
46,49,22087,149
46,50,22087,176
46,51,22087,288
46,52,22087,749
46,53,22087,340
46,54,22087,395
46,55,22087,44
46,56,22087,754
46,57,22087,17
46,58,22087,70
46,59,22087,58
46,60,22087,0
46,61,22087,0
46,62,22087,131
46,63,22087,93
46,64,22087,6
46,65,22087,52
46,66,22087,0
46,67,22087,731
46,68,22087,1482
46,69,22087,0
46,70,22087,279
46,71,22087,82
46,72,22087,376
46,73,22087,4
46,74,22087,365
46,75,22087,256
46,76,22087,73
46,77,22087,151
46,78,22087,124
46,79,22087,0
47,1,69821,490
47,2,69821,921
47,3,69821,960
47,4,69821,527
47,5,69821,113
47,6,69821,4594
47,7,69821,382
47,8,69821,203
47,9,69821,1077
47,10,69821,0
47,11,69821,83
47,12,69821,1222
47,13,69821,711
47,14,69821,459
47,15,69821,2078
47,16,69821,829
47,17,69821,913
47,18,69821,2036
47,19,69821,838
47,20,69821,55
47,21,69821,168
47,22,69821,230
47,23,69821,183
47,24,69821,260
47,25,69821,537
47,26,69821,663
47,27,69821,384
47,28,69821,249
47,29,69821,0
47,30,69821,477
47,31,69821,1126
47,32,69821,591
47,33,69821,4016
47,34,69821,795
47,35,69821,1393
47,36,69821,213
47,37,69821,923
47,38,69821,5895
47,39,69821,62
47,40,69821,688
47,41,69821,2722
47,42,69821,0
47,43,69821,29
47,44,69821,314
47,45,69821,1481
47,46,69821,150
47,47,69821,0
47,48,69821,553
47,49,69821,669
47,50,69821,472
47,51,69821,1054
47,52,69821,3008
47,53,69821,1437
47,54,69821,1507
47,55,69821,245
47,56,69821,2616
47,57,69821,123
47,58,69821,262
47,59,69821,251
47,60,69821,0
47,61,69821,157
47,62,69821,1090
47,63,69821,358
47,64,69821,538
47,65,69821,556
47,66,69821,0
47,67,69821,1674
47,68,69821,3626
47,69,69821,0
47,70,69821,1308
47,71,69821,500
47,72,69821,684
47,73,69821,327
47,74,69821,1716
47,75,69821,1285
47,76,69821,280
47,77,69821,487
47,78,69821,853
47,79,69821,145
48,1,42263,221
48,2,42263,604
48,3,42263,605
48,4,42263,418
48,5,42263,55
48,6,42263,1656
48,7,42263,136
48,8,42263,810
48,9,42263,543
48,10,42263,0
48,11,42263,42
48,12,42263,1163
48,13,42263,424
48,14,42263,305
48,15,42263,646
48,16,42263,605
48,17,42263,607
48,18,42263,696
48,19,42263,268
48,20,42263,47
48,21,42263,88
48,22,42263,172
48,23,42263,148
48,24,42263,168
48,25,42263,442
48,26,42263,397
48,27,42263,256
48,28,42263,169
48,29,42263,0
48,30,42263,271
48,31,42263,530
48,32,42263,436
48,33,42263,2475
48,34,42263,348
48,35,42263,791
48,36,42263,71
48,37,42263,624
48,38,42263,2753
48,39,42263,38
48,40,42263,685
48,41,42263,999
48,42,42263,0
48,43,42263,27
48,44,42263,84
48,45,42263,850
48,46,42263,39
48,47,42263,472
48,48,42263,0
48,49,42263,250
48,50,42263,156
48,51,42263,3214
48,52,42263,2219
48,53,42263,726
48,54,42263,1141
48,55,42263,183
48,56,42263,1791
48,57,42263,64
48,58,42263,179
48,59,42263,148
48,60,42263,0
48,61,42263,89
48,62,42263,729
48,63,42263,228
48,64,42263,207
48,65,42263,232
48,66,42263,0
48,67,42263,576
48,68,42263,1234
48,69,42263,0
48,70,42263,791
48,71,42263,1084
48,72,42263,229
48,73,42263,291
48,74,42263,1187
48,75,42263,982
48,76,42263,190
48,77,42263,190
48,78,42263,687
48,79,42263,82
49,1,82161,529
49,2,82161,1216
49,3,82161,1254
49,4,82161,792
49,5,82161,158
49,6,82161,4296
49,7,82161,375
49,8,82161,221
49,9,82161,1256
49,10,82161,0
49,11,82161,115
49,12,82161,1764
49,13,82161,1014
49,14,82161,655
49,15,82161,2515
49,16,82161,1132
49,17,82161,1162
49,18,82161,2306
49,19,82161,927
49,20,82161,75
49,21,82161,224
49,22,82161,240
49,23,82161,240
49,24,82161,392
49,25,82161,1131
49,26,82161,942
49,27,82161,446
49,28,82161,398
49,29,82161,0
49,30,82161,612
49,31,82161,1301
49,32,82161,756
49,33,82161,5187
49,34,82161,842
49,35,82161,1654
49,36,82161,191
49,37,82161,1381
49,38,82161,7158
49,39,82161,99
49,40,82161,741
49,41,82161,3280
49,42,82161,0
49,43,82161,87
49,44,82161,246
49,45,82161,1555
49,46,82161,170
49,47,82161,691
49,48,82161,215
49,49,82161,0
49,50,82161,480
49,51,82161,1310
49,52,82161,2720
49,53,82161,1723
49,54,82161,1644
49,55,82161,291
49,56,82161,3321
49,57,82161,117
49,58,82161,347
49,59,82161,269
49,60,82161,0
49,61,82161,113
49,62,82161,1454
49,63,82161,534
49,64,82161,593
49,65,82161,704
49,66,82161,0
49,67,82161,1816
49,68,82161,3240
49,69,82161,0
49,70,82161,1571
49,71,82161,604
49,72,82161,678
49,73,82161,379
49,74,82161,2507
49,75,82161,1550
49,76,82161,358
49,77,82161,459
49,78,82161,1230
49,79,82161,208
50,1,62023,398
50,2,62023,784
50,3,62023,895
50,4,62023,448
50,5,62023,91
50,6,62023,3749
50,7,62023,253
50,8,62023,169
50,9,62023,1109
50,10,62023,0
50,11,62023,79
50,12,62023,997
50,13,62023,595
50,14,62023,342
50,15,62023,1562
50,16,62023,710
50,17,62023,805
50,18,62023,1643
50,19,62023,680
50,20,62023,61
50,21,62023,132
50,22,62023,135
50,23,62023,130
50,24,62023,233
50,25,62023,474
50,26,62023,503
50,27,62023,342
50,28,62023,156
50,29,62023,0
50,30,62023,426
50,31,62023,872
50,32,62023,509
50,33,62023,3558
50,34,62023,608
50,35,62023,1088
50,36,62023,149
50,37,62023,794
50,38,62023,4813
50,39,62023,58
50,40,62023,557
50,41,62023,2369
50,42,62023,0
50,43,62023,49
50,44,62023,233
50,45,62023,1733
50,46,62023,179
50,47,62023,519
50,48,62023,165
50,49,62023,488
50,50,62023,0
50,51,62023,3337
50,52,62023,3412
50,53,62023,1202
50,54,62023,1363
50,55,62023,233
50,56,62023,2078
50,57,62023,87
50,58,62023,237
50,59,62023,169
50,60,62023,0
50,61,62023,99
50,62,62023,844
50,63,62023,292
50,64,62023,506
50,65,62023,416
50,66,62023,0
50,67,62023,1347
50,68,62023,2786
50,69,62023,0
50,70,62023,1132
50,71,62023,432
50,72,62023,566
50,73,62023,290
50,74,62023,1645
50,75,62023,1474
50,76,62023,218
50,77,62023,314
50,78,62023,757
50,79,62023,145
51,1,552849,5747
51,2,552849,2747
51,3,552849,3881
51,4,552849,1737
51,5,552849,341
51,6,552849,9298
51,7,552849,647
51,8,552849,696
51,9,552849,2539
51,10,552849,0
51,11,552849,290
51,12,552849,47335
51,13,552849,3239
51,14,552849,1492
51,15,552849,4058
51,16,552849,6811
51,17,552849,6762
51,18,552849,5551
51,19,552849,1464
51,20,552849,448
51,21,552849,493
51,22,552849,2020
51,23,552849,1272
51,24,552849,878
51,25,552849,2007
51,26,552849,1602
51,27,552849,1145
51,28,552849,738
51,29,552849,0
51,30,552849,1546
51,31,552849,2995
51,32,552849,1774
51,33,552849,12020
51,34,552849,1869
51,35,552849,3087
51,36,552849,512
51,37,552849,2880
51,38,552849,14369
51,39,552849,304
51,40,552849,1472
51,41,552849,4509
51,42,552849,0
51,43,552849,197
51,44,552849,395
51,45,552849,64321
51,46,552849,296
51,47,552849,1037
51,48,552849,3211
51,49,552849,1329
51,50,552849,3327
51,51,552849,0
51,52,552849,194787
51,53,552849,5353
51,54,552849,29052
51,55,552849,673
51,56,552849,7911
51,57,552849,473
51,58,552849,749
51,59,552849,561
51,60,552849,0
51,61,552849,646
51,62,552849,3246
51,63,552849,1828
51,64,552849,886
51,65,552849,2245
51,66,552849,0
51,67,552849,4966
51,68,552849,7722
51,69,552849,0
51,70,552849,3931
51,71,552849,2057
51,72,552849,1016
51,73,552849,1138
51,74,552849,6661
51,75,552849,31916
51,76,552849,3196
51,77,552849,1015
51,78,552849,3622
51,79,552849,511
52,1,694034,4642
52,2,694034,5757
52,3,694034,6624
52,4,694034,3296
52,5,694034,666
52,6,694034,26605
52,7,694034,1928
52,8,694034,1358
52,9,694034,6409
52,10,694034,0
52,11,694034,642
52,12,694034,30868
52,13,694034,5141
52,14,694034,2674
52,15,694034,11375
52,16,694034,6740
52,17,694034,7360
52,18,694034,11956
52,19,694034,4799
52,20,694034,509
52,21,694034,829
52,22,694034,2102
52,23,694034,1347
52,24,694034,1834
52,25,694034,3197
52,26,694034,4233
52,27,694034,2437
52,28,694034,1385
52,29,694034,65
52,30,694034,3078
52,31,694034,6268
52,32,694034,4017
52,33,694034,24618
52,34,694034,4054
52,35,694034,7568
52,36,694034,1385
52,37,694034,6348
52,38,694034,31391
52,39,694034,384
52,40,694034,3649
52,41,694034,13550
52,42,694034,0
52,43,694034,317
52,44,694034,1409
52,45,694034,61180
52,46,694034,747
52,47,694034,2992
52,48,694034,2278
52,49,694034,2695
52,50,694034,3393
52,51,694034,194631
52,52,694034,0
52,53,694034,9779
52,54,694034,22464
52,55,694034,1420
52,56,694034,17099
52,57,694034,708
52,58,694034,1647
52,59,694034,1251
52,60,694034,0
52,61,694034,1114
52,62,694034,6292
52,63,694034,2497
52,64,694034,2495
52,65,694034,3051
52,66,694034,0
52,67,694034,10559
52,68,694034,19839
52,69,694034,0
52,70,694034,8214
52,71,694034,3229
52,72,694034,3091
52,73,694034,2159
52,74,694034,11169
52,75,694034,21122
52,76,694034,2956
52,77,694034,2531
52,78,694034,5670
52,79,694034,948
53,1,257653,1684
53,2,257653,4309
53,3,257653,4411
53,4,257653,2541
53,5,257653,501
53,6,257653,13471
53,7,257653,959
53,8,257653,530
53,9,257653,4151
53,10,257653,0
53,11,257653,370
53,12,257653,6526
53,13,257653,3446
53,14,257653,1985
53,15,257653,6058
53,16,257653,3757
53,17,257653,4278
53,18,257653,6275
53,19,257653,2541
53,20,257653,387
53,21,257653,646
53,22,257653,813
53,23,257653,752
53,24,257653,1065
53,25,257653,2338
53,26,257653,2875
53,27,257653,1957
53,28,257653,1176
53,29,257653,52
53,30,257653,2178
53,31,257653,4014
53,32,257653,3001
53,33,257653,18429
53,34,257653,2829
53,35,257653,5097
53,36,257653,823
53,37,257653,4825
53,38,257653,21959
53,39,257653,302
53,40,257653,1763
53,41,257653,6970
53,42,257653,0
53,43,257653,175
53,44,257653,808
53,45,257653,5854
53,46,257653,315
53,47,257653,1342
53,48,257653,699
53,49,257653,1725
53,50,257653,1196
53,51,257653,5405
53,52,257653,9759
53,53,257653,0
53,54,257653,5611
53,55,257653,1081
53,56,257653,13461
53,57,257653,437
53,58,257653,1249
53,59,257653,960
53,60,257653,0
53,61,257653,558
53,62,257653,5121
53,63,257653,1704
53,64,257653,1118
53,65,257653,1298
53,66,257653,0
53,67,257653,4259
53,68,257653,8755
53,69,257653,0
53,70,257653,5893
53,71,257653,2132
53,72,257653,1827
53,73,257653,1785
53,74,257653,8575
53,75,257653,5279
53,76,257653,1039
53,77,257653,1279
53,78,257653,4311
53,79,257653,599
54,1,406814,1895
54,2,406814,4853
54,3,406814,6484
54,4,406814,3741
54,5,406814,641
54,6,406814,25406
54,7,406814,1356
54,8,406814,1202
54,9,406814,4984
54,10,406814,0
54,11,406814,278
54,12,406814,9768
54,13,406814,4994
54,14,406814,2558
54,15,406814,4683
54,16,406814,5697
54,17,406814,6808
54,18,406814,6095
54,19,406814,2677
54,20,406814,490
54,21,406814,717
54,22,406814,1305
54,23,406814,842
54,24,406814,1603
54,25,406814,2438
54,26,406814,4534
54,27,406814,3209
54,28,406814,1488
54,29,406814,36
54,30,406814,2940
54,31,406814,4558
54,32,406814,3402
54,33,406814,25052
54,34,406814,3963
54,35,406814,9415
54,36,406814,1152
54,37,406814,6140
54,38,406814,25552
54,39,406814,342
54,40,406814,3085
54,41,406814,10389
54,42,406814,0
54,43,406814,157
54,44,406814,667
54,45,406814,11727
54,46,406814,396
54,47,406814,1464
54,48,406814,1088
54,49,406814,1643
54,50,406814,1305
54,51,406814,29010
54,52,406814,22469
54,53,406814,5653
54,54,406814,0
54,55,406814,2577
54,56,406814,27767
54,57,406814,1173
54,58,406814,3068
54,59,406814,1795
54,60,406814,47
54,61,406814,1072
54,62,406814,7234
54,63,406814,2361
54,64,406814,2155
54,65,406814,1631
54,66,406814,1
54,67,406814,8478
54,68,406814,10662
54,69,406814,0
54,70,406814,9727
54,71,406814,4544
54,72,406814,2887
54,73,406814,3543
54,74,406814,11590
54,75,406814,11885
54,76,406814,1965
54,77,406814,1641
54,78,406814,5791
54,79,406814,869
55,1,73044,396
55,2,73044,1071
55,3,73044,1369
55,4,73044,916
55,5,73044,128
55,6,73044,4384
55,7,73044,199
55,8,73044,161
55,9,73044,909
55,10,73044,0
55,11,73044,36
55,12,73044,2010
55,13,73044,1052
55,14,73044,519
55,15,73044,753
55,16,73044,1151
55,17,73044,1124
55,18,73044,954
55,19,73044,412
55,20,73044,91
55,21,73044,161
55,22,73044,213
55,23,73044,166
55,24,73044,328
55,25,73044,411
55,26,73044,804
55,27,73044,768
55,28,73044,313
55,29,73044,8
55,30,73044,621
55,31,73044,919
55,32,73044,800
55,33,73044,5868
55,34,73044,781
55,35,73044,2052
55,36,73044,260
55,37,73044,1395
55,38,73044,4518
55,39,73044,80
55,40,73044,359
55,41,73044,1503
55,42,73044,0
55,43,73044,12
55,44,73044,86
55,45,73044,1023
55,46,73044,51
55,47,73044,240
55,48,73044,161
55,49,73044,275
55,50,73044,226
55,51,73044,682
55,52,73044,1374
55,53,73044,1066
55,54,73044,2607
55,55,73044,0
55,56,73044,6439
55,57,73044,243
55,58,73044,728
55,59,73044,477
55,60,73044,2
55,61,73044,217
55,62,73044,1863
55,63,73044,537
55,64,73044,264
55,65,73044,203
55,66,73044,0
55,67,73044,1277
55,68,73044,1604
55,69,73044,0
55,70,73044,2086
55,71,73044,996
55,72,73044,547
55,73,73044,1056
55,74,73044,2758
55,75,73044,1824
55,76,73044,331
55,77,73044,218
55,78,73044,1459
55,79,73044,149
56,1,786637,4115
56,2,786637,13370
56,3,786637,15278
56,4,786637,10268
56,5,786637,1950
56,6,786637,54557
56,7,786637,2600
56,8,786637,2196
56,9,786637,11949
56,10,786637,0
56,11,786637,780
56,12,786637,23092
56,13,786637,11343
56,14,786637,6338
56,15,786637,10531
56,16,786637,13487
56,17,786637,13803
56,18,786637,11148
56,19,786637,4774
56,20,786637,1174
56,21,786637,2091
56,22,786637,2921
56,23,786637,1879
56,24,786637,3677
56,25,786637,5864
56,26,786637,10987
56,27,786637,10069
56,28,786637,4384
56,29,786637,173
56,30,786637,7205
56,31,786637,9860
56,32,786637,9339
56,33,786637,67176
56,34,786637,9948
56,35,786637,24545
56,36,786637,3708
56,37,786637,17661
56,38,786637,57053
56,39,786637,834
56,40,786637,4641
56,41,786637,19059
56,42,786637,0
56,43,786637,392
56,44,786637,1436
56,45,786637,13525
56,46,786637,720
56,47,786637,2582
56,48,786637,1795
56,49,786637,3344
56,50,786637,2016
56,51,786637,8078
56,52,786637,17064
56,53,786637,13461
56,54,786637,27620
56,55,786637,6523
56,56,786637,0
56,57,786637,2620
56,58,786637,8171
56,59,786637,4725
56,60,786637,76
56,61,786637,2505
56,62,786637,19660
56,63,786637,6174
56,64,786637,3619
56,65,786637,2995
56,66,786637,5
56,67,786637,12586
56,68,786637,16915
56,69,786637,0
56,70,786637,24354
56,71,786637,9729
56,72,786637,5475
56,73,786637,10163
56,74,786637,30466
56,75,786637,18173
56,76,786637,3316
56,77,786637,3602
56,78,786637,14465
56,79,786637,2460
57,1,33548,290
57,2,33548,468
57,3,33548,1073
57,4,33548,385
57,5,33548,67
57,6,33548,2468
57,7,33548,113
57,8,33548,72
57,9,33548,479
57,10,33548,1
57,11,33548,22
57,12,33548,1109
57,13,33548,513
57,14,33548,270
57,15,33548,377
57,16,33548,471
57,17,33548,462
57,18,33548,420
57,19,33548,184
57,20,33548,36
57,21,33548,89
57,22,33548,141
57,23,33548,77
57,24,33548,165
57,25,33548,201
57,26,33548,356
57,27,33548,320
57,28,33548,239
57,29,33548,9
57,30,33548,221
57,31,33548,332
57,32,33548,273
57,33,33548,2432
57,34,33548,359
57,35,33548,778
57,36,33548,135
57,37,33548,613
57,38,33548,2041
57,39,33548,26
57,40,33548,168
57,41,33548,682
57,42,33548,0
57,43,33548,10
57,44,33548,37
57,45,33548,552
57,46,33548,24
57,47,33548,124
57,48,33548,62
57,49,33548,111
57,50,33548,83
57,51,33548,432
57,52,33548,698
57,53,33548,434
57,54,33548,1175
57,55,33548,232
57,56,33548,2609
57,57,33548,0
57,58,33548,323
57,59,33548,167
57,60,33548,2
57,61,33548,148
57,62,33548,793
57,63,33548,287
57,64,33548,147
57,65,33548,104
57,66,33548,1
57,67,33548,473
57,68,33548,651
57,69,33548,0
57,70,33548,919
57,71,33548,368
57,72,33548,206
57,73,33548,503
57,74,33548,1277
57,75,33548,736
57,76,33548,126
57,77,33548,141
57,78,33548,597
57,79,33548,59
58,1,88432,425
58,2,88432,1287
58,3,88432,1655
58,4,88432,1104
58,5,88432,245
58,6,88432,6157
58,7,88432,307
58,8,88432,211
58,9,88432,1370
58,10,88432,0
58,11,88432,57
58,12,88432,2387
58,13,88432,1094
58,14,88432,614
58,15,88432,1187
58,16,88432,1373
58,17,88432,1408
58,18,88432,1135
58,19,88432,518
58,20,88432,124
58,21,88432,211
58,22,88432,324
58,23,88432,240
58,24,88432,407
58,25,88432,651
58,26,88432,1233
58,27,88432,1102
58,28,88432,494
58,29,88432,30
58,30,88432,721
58,31,88432,1068
58,32,88432,937
58,33,88432,6951
58,34,88432,983
58,35,88432,2554
58,36,88432,310
58,37,88432,1832
58,38,88432,5391
58,39,88432,87
58,40,88432,509
58,41,88432,1982
58,42,88432,0
58,43,88432,32
58,44,88432,159
58,45,88432,1391
58,46,88432,77
58,47,88432,257
58,48,88432,204
58,49,88432,326
58,50,88432,197
58,51,88432,719
58,52,88432,1698
58,53,88432,1331
58,54,88432,3073
58,55,88432,721
58,56,88432,8128
58,57,88432,339
58,58,88432,0
58,59,88432,526
58,60,88432,3
58,61,88432,227
58,62,88432,2016
58,63,88432,650
58,64,88432,428
58,65,88432,359
58,66,88432,0
58,67,88432,1221
58,68,88432,1692
58,69,88432,0
58,70,88432,2378
58,71,88432,1005
58,72,88432,517
58,73,88432,1003
58,74,88432,2904
58,75,88432,1839
58,76,88432,374
58,77,88432,296
58,78,88432,1482
58,79,88432,185
59,1,59995,307
59,2,59995,808
59,3,59995,1003
59,4,59995,795
59,5,59995,121
59,6,59995,3711
59,7,59995,186
59,8,59995,144
59,9,59995,685
59,10,59995,0
59,11,59995,44
59,12,59995,1507
59,13,59995,853
59,14,59995,408
59,15,59995,774
59,16,59995,932
59,17,59995,920
59,18,59995,870
59,19,59995,373
59,20,59995,80
59,21,59995,115
59,22,59995,198
59,23,59995,143
59,24,59995,262
59,25,59995,513
59,26,59995,659
59,27,59995,692
59,28,59995,306
59,29,59995,8
59,30,59995,471
59,31,59995,792
59,32,59995,686
59,33,59995,4459
59,34,59995,669
59,35,59995,1701
59,36,59995,190
59,37,59995,1109
59,38,59995,4398
59,39,59995,73
59,40,59995,372
59,41,59995,1638
59,42,59995,0
59,43,59995,13
59,44,59995,98
59,45,59995,990
59,46,59995,56
59,47,59995,238
59,48,59995,157
59,49,59995,254
59,50,59995,172
59,51,59995,566
59,52,59995,1275
59,53,59995,984
59,54,59995,1874
59,55,59995,465
59,56,59995,4784
59,57,59995,165
59,58,59995,554
59,59,59995,0
59,60,59995,2
59,61,59995,187
59,62,59995,1349
59,63,59995,506
59,64,59995,221
59,65,59995,200
59,66,59995,2
59,67,59995,1093
59,68,59995,1413
59,69,59995,0
59,70,59995,1531
59,71,59995,696
59,72,59995,546
59,73,59995,667
59,74,59995,1946
59,75,59995,1270
59,76,59995,312
59,77,59995,244
59,78,59995,1050
59,79,59995,140
60,1,3155,8
60,2,3155,83
60,3,3155,86
60,4,3155,12
60,5,3155,6
60,6,3155,989
60,7,3155,37
60,8,3155,46
60,9,3155,111
60,10,3155,0
60,11,3155,0
60,12,3155,5
60,13,3155,41
60,14,3155,202
60,15,3155,208
60,16,3155,17
60,17,3155,25
60,18,3155,0
60,19,3155,0
60,20,3155,1
60,21,3155,4
60,22,3155,23
60,23,3155,0
60,24,3155,0
60,25,3155,0
60,26,3155,0
60,27,3155,13
60,28,3155,4
60,29,3155,0
60,30,3155,0
60,31,3155,0
60,32,3155,0
60,33,3155,306
60,34,3155,133
60,35,3155,78
60,36,3155,136
60,37,3155,41
60,38,3155,0
60,39,3155,0
60,40,3155,0
60,41,3155,0
60,42,3155,0
60,43,3155,0
60,44,3155,0
60,45,3155,0
60,46,3155,0
60,47,3155,0
60,48,3155,0
60,49,3155,0
60,50,3155,0
60,51,3155,0
60,52,3155,0
60,53,3155,0
60,54,3155,54
60,55,3155,6
60,56,3155,78
60,57,3155,3
60,58,3155,3
60,59,3155,6
60,60,3155,0
60,61,3155,140
60,62,3155,59
60,63,3155,14
60,64,3155,162
60,65,3155,0
60,66,3155,0
60,67,3155,0
60,68,3155,0
60,69,3155,0
60,70,3155,0
60,71,3155,15
60,72,3155,0
60,73,3155,0
60,74,3155,0
60,75,3155,0
60,76,3155,0
60,77,3155,0
60,78,3155,0
60,79,3155,0
61,1,46842,277
61,2,46842,628
61,3,46842,808
61,4,46842,367
61,5,46842,74
61,6,46842,5878
61,7,46842,245
61,8,46842,360
61,9,46842,662
61,10,46842,0
61,11,46842,0
