FromNo,ToNo,From,Part
23,47,35976,184
23,48,35976,153
23,49,35976,231
23,50,35976,121
23,51,35976,1211
23,52,35976,1383
23,53,35976,758
23,54,35976,866
23,55,35976,146
23,56,35976,1932
23,57,35976,76
23,58,35976,223
23,59,35976,171
23,60,35976,0
23,61,35976,6
23,62,35976,818
23,63,35976,309
23,64,35976,111
23,65,35976,199
23,66,35976,0
23,67,35976,726
23,68,35976,1245
23,69,35976,0
23,70,35976,652
23,71,35976,309
23,72,35976,259
23,73,35976,218
23,74,35976,1232
23,75,35976,695
23,76,35976,230
23,77,35976,205
23,78,35976,751
23,79,35976,0
24,1,67669,243
24,2,67669,980
24,3,67669,1248
24,4,67669,557
24,5,67669,123
24,6,67669,967
24,7,67669,189
24,8,67669,183
24,9,67669,773
24,10,67669,0
24,11,67669,146
24,12,67669,1714
24,13,67669,652
24,14,67669,413
24,15,67669,1934
24,16,67669,753
24,17,67669,2000
24,18,67669,1133
24,19,67669,488
24,20,67669,90
24,21,67669,246
24,22,67669,257
24,23,67669,197
24,24,67669,0
24,25,67669,880
24,26,67669,2972
24,27,67669,870
24,28,67669,295
24,29,67669,0
24,30,67669,894
24,31,67669,1022
24,32,67669,841
24,33,67669,4947
24,34,67669,654
24,35,67669,1663
24,36,67669,0
24,37,67669,1413
24,38,67669,6616
24,39,67669,131
24,40,67669,592
24,41,67669,2432
24,42,67669,0
24,43,67669,0
24,44,67669,148
24,45,67669,1113
24,46,67669,51
24,47,67669,267
24,48,67669,179
24,49,67669,421
24,50,67669,243
24,51,67669,949
24,52,67669,1810
24,53,67669,1067
24,54,67669,1566
24,55,67669,324
24,56,67669,3677
24,57,67669,182
24,58,67669,401
24,59,67669,272
24,60,67669,0
24,61,67669,0
24,62,67669,1216
24,63,67669,293
24,64,67669,960
24,65,67669,1144
24,66,67669,0
24,67,67669,1025
24,68,67669,2656
24,69,67669,0
24,70,67669,1282
24,71,67669,483
24,72,67669,185
24,73,67669,0
24,74,67669,2064
24,75,67669,830
24,76,67669,327
24,77,67669,224
24,78,67669,802
24,79,67669,0
25,1,124547,573
25,2,124547,1894
25,3,124547,1594
25,4,124547,1426
25,5,124547,379
25,6,124547,4652
25,7,124547,596
25,8,124547,791
25,9,124547,1894
25,10,124547,0
25,11,124547,485
25,12,124547,2886
25,13,124547,1507
25,14,124547,1177
25,15,124547,3665
25,16,124547,2226
25,17,124547,2717
25,18,124547,2509
25,19,124547,1520
25,20,124547,239
25,21,124547,632
25,22,124547,763
25,23,124547,589
25,24,124547,874
25,25,124547,0
25,26,124547,1811
25,27,124547,1043
25,28,124547,714
25,29,124547,0
25,30,124547,1096
25,31,124547,2160
25,32,124547,1527
25,33,124547,8023
25,34,124547,1117
25,35,124547,2568
25,36,124547,0
25,37,124547,3610
25,38,124547,9997
25,39,124547,299
25,40,124547,1662
25,41,124547,4727
25,42,124547,0
25,43,124547,72
25,44,124547,619
25,45,124547,2539
25,46,124547,254
25,47,124547,534
25,48,124547,429
25,49,124547,1146
25,50,124547,500
25,51,124547,1907
25,52,124547,3243
25,53,124547,2366
25,54,124547,2417
25,55,124547,409
25,56,124547,5787
25,57,124547,195
25,58,124547,635
25,59,124547,526
25,60,124547,0
25,61,124547,70
25,62,124547,2203
25,63,124547,1431
25,64,124547,726
25,65,124547,897
25,66,124547,0
25,67,124547,1801
25,68,124547,3686
25,69,124547,0
25,70,124547,2088
25,71,124547,1302
25,72,124547,1150
25,73,124547,468
25,74,124547,3195
25,75,124547,2197
25,76,124547,796
25,77,124547,664
25,78,124547,2353
25,79,124547,0
26,1,158318,623
26,2,158318,2083
26,3,158318,2139
26,4,158318,1818
26,5,158318,307
26,6,158318,3132
26,7,158318,456
26,8,158318,451
26,9,158318,2035
26,10,158318,0
26,11,158318,810
26,12,158318,3902
26,13,158318,1564
26,14,158318,1029
26,15,158318,4510
26,16,158318,2114
26,17,158318,2194
26,18,158318,2827
26,19,158318,1153
26,20,158318,219
26,21,158318,769
26,22,158318,644
26,23,158318,551
26,24,158318,3102
26,25,158318,1796
26,26,158318,0
26,27,158318,1895
26,28,158318,743
26,29,158318,0
26,30,158318,1925
26,31,158318,2515
26,32,158318,1988
26,33,158318,10955
26,34,158318,1710
26,35,158318,4286
26,36,158318,0
26,37,158318,3551
26,38,158318,13202
26,39,158318,130
26,40,158318,1581
26,41,158318,6582
26,42,158318,0
26,43,158318,0
26,44,158318,394
26,45,158318,3272
26,46,158318,203
26,47,158318,673
26,48,158318,415
26,49,158318,900
26,50,158318,520
26,51,158318,1553
26,52,158318,4182
26,53,158318,2913
26,54,158318,4543
26,55,158318,809
26,56,158318,10944
26,57,158318,322
26,58,158318,1213
26,59,158318,649
26,60,158318,0
26,61,158318,0
26,62,158318,2961
26,63,158318,814
26,64,158318,1540
26,65,158318,2601
26,66,158318,0
26,67,158318,3489
26,68,158318,6635
26,69,158318,0
26,70,158318,3355
26,71,158318,1204
26,72,158318,638
26,73,158318,0
26,74,158318,4584
26,75,158318,2281
26,76,158318,861
26,77,158318,524
26,78,158318,2035
26,79,158318,0
27,1,119161,469
27,2,119161,1813
27,3,119161,1984
27,4,119161,1265
27,5,119161,337
27,6,119161,6832
27,7,119161,377
27,8,119161,310
27,9,119161,1477
27,10,119161,0
27,11,119161,72
27,12,119161,2830
27,13,119161,1549
27,14,119161,869
27,15,119161,1825
27,16,119161,1813
27,17,119161,1745
27,18,119161,1508
27,19,119161,653
27,20,119161,178
27,21,119161,264
27,22,119161,469
27,23,119161,247
27,24,119161,874
27,25,119161,1000
27,26,119161,1914
27,27,119161,0
27,28,119161,827
27,29,119161,51
27,30,119161,1256
27,31,119161,1616
27,32,119161,1593
27,33,119161,9403
27,34,119161,1427
27,35,119161,3733
27,36,119161,400
27,37,119161,3019
27,38,119161,9268
27,39,119161,102
27,40,119161,904
27,41,119161,3292
27,42,119161,0
27,43,119161,76
27,44,119161,128
27,45,119161,2250
27,46,119161,149
27,47,119161,357
27,48,119161,255
27,49,119161,430
27,50,119161,308
27,51,119161,1138
27,52,119161,2481
27,53,119161,1989
27,54,119161,3370
27,55,119161,752
27,56,119161,9862
27,57,119161,355
27,58,119161,1016
27,59,119161,699
27,60,119161,14
27,61,119161,378
27,62,119161,2469
27,63,119161,854
27,64,119161,498
27,65,119161,564
27,66,119161,1
27,67,119161,1462
27,68,119161,2395
27,69,119161,0
27,70,119161,3143
27,71,119161,1093
27,72,119161,796
27,73,119161,1062
27,74,119161,3941
27,75,119161,2266
27,76,119161,481
27,77,119161,393
27,78,119161,1808
27,79,119161,363
28,1,66356,504
28,2,66356,1622
28,3,66356,1269
28,4,66356,868
28,5,66356,149
28,6,66356,3480
28,7,66356,192
28,8,66356,286
28,9,66356,921
28,10,66356,0
28,11,66356,68
28,12,66356,1921
28,13,66356,1067
28,14,66356,536
28,15,66356,1285
28,16,66356,1084
28,17,66356,1103
28,18,66356,960
28,19,66356,356
28,20,66356,108
28,21,66356,206
28,22,66356,290
28,23,66356,162
28,24,66356,320
28,25,66356,693
28,26,66356,720
28,27,66356,759
28,28,66356,0
28,29,66356,11
28,30,66356,599
28,31,66356,1006
28,32,66356,880
28,33,66356,5096
28,34,66356,735
28,35,66356,1617
28,36,66356,219
28,37,66356,1552
28,38,66356,4370
28,39,66356,76
28,40,66356,384
28,41,66356,1563
28,42,66356,0
28,43,66356,37
28,44,66356,146
28,45,66356,1488
28,46,66356,89
28,47,66356,244
28,48,66356,192
28,49,66356,397
28,50,66356,142
28,51,66356,743
28,52,66356,1446
28,53,66356,1140
28,54,66356,1467
28,55,66356,335
28,56,66356,4350
28,57,66356,197
28,58,66356,483
28,59,66356,295
28,60,66356,4
28,61,66356,206
28,62,66356,1505
28,63,66356,549
28,64,66356,254
28,65,66356,239
28,66,66356,0
28,67,66356,690
28,68,66356,1387
28,69,66356,0
28,70,66356,1606
28,71,66356,649
28,72,66356,357
28,73,66356,679
28,74,66356,2864
28,75,66356,1386
28,76,66356,247
28,77,66356,285
28,78,66356,1082
28,79,66356,139
29,1,2569,8
29,2,2569,57
29,3,2569,54
29,4,2569,34
29,5,2569,6
29,6,2569,191
29,7,2569,14
29,8,2569,7
29,9,2569,33
29,10,2569,0
29,11,2569,0
29,12,2569,66
29,13,2569,49
29,14,2569,41
29,15,2569,56
29,16,2569,42
29,17,2569,32
29,18,2569,0
29,19,2569,0
29,20,2569,0
29,21,2569,19
29,22,2569,11
29,23,2569,1
29,24,2569,0
29,25,2569,0
29,26,2569,0
29,27,2569,49
29,28,2569,6
29,29,2569,0
29,30,2569,32
29,31,2569,52
29,32,2569,50
29,33,2569,246
29,34,2569,46
29,35,2569,87
29,36,2569,48
29,37,2569,85
29,38,2569,194
29,39,2569,0
29,40,2569,0
29,41,2569,0
29,42,2569,0
29,43,2569,0
29,44,2569,0
29,45,2569,107
29,46,2569,0
29,47,2569,0
29,48,2569,0
29,49,2569,0
29,50,2569,0
29,51,2569,0
29,52,2569,45
29,53,2569,36
29,54,2569,42
29,55,2569,10
29,56,2569,178
29,57,2569,8
29,58,2569,26
29,59,2569,9
29,60,2569,0
29,61,2569,24
29,62,2569,119
29,63,2569,22
29,64,2569,0
29,65,2569,0
29,66,2569,0
29,67,2569,0
29,68,2569,0
29,69,2569,0
29,70,2569,82
29,71,2569,2
29,72,2569,0
29,73,2569,62
29,74,2569,95
29,75,2569,44
29,76,2569,0
29,77,2569,15
29,78,2569,27
29,79,2569,0
30,1,116629,492
30,2,116629,1822
30,3,116629,1708
30,4,116629,1114
30,5,116629,279
30,6,116629,5902
30,7,116629,356
30,8,116629,290
30,9,116629,1580
30,10,116629,0
30,11,116629,93
30,12,116629,2813
30,13,116629,1348
30,14,116629,751
30,15,116629,2052
30,16,116629,1665
30,17,116629,1604
30,18,116629,1977
30,19,116629,859
30,20,116629,122
30,21,116629,182
30,22,116629,363
30,23,116629,295
30,24,116629,846
30,25,116629,1061
30,26,116629,1946
30,27,116629,1295
30,28,116629,583
30,29,116629,33
30,30,116629,0
30,31,116629,2237
30,32,116629,1908
30,33,116629,8822
30,34,116629,1379
30,35,116629,3076
30,36,116629,325
30,37,116629,2533
30,38,116629,10085
30,39,116629,104
30,40,116629,936
30,41,116629,3556
30,42,116629,0
30,43,116629,57
30,44,116629,258
30,45,116629,2328
30,46,116629,174
30,47,116629,464
30,48,116629,261
30,49,116629,567
30,50,116629,383
30,51,116629,1547
30,52,116629,3004
30,53,116629,2197
30,54,116629,3082
30,55,116629,598
30,56,116629,7338
30,57,116629,244
30,58,116629,763
30,59,116629,512
30,60,116629,0
30,61,116629,235
30,62,116629,2230
30,63,116629,729
30,64,116629,545
30,65,116629,803
30,66,116629,0
30,67,116629,2203
30,68,116629,3382
30,69,116629,0
30,70,116629,3049
30,71,116629,1029
30,72,116629,988
30,73,116629,834
30,74,116629,3290
30,75,116629,2126
30,76,116629,506
30,77,116629,462
30,78,116629,1694
30,79,116629,355
31,1,211274,1217
31,2,211274,3144
31,3,211274,3187
31,4,211274,2026
31,5,211274,325
31,6,211274,9860
31,7,211274,863
31,8,211274,474
31,9,211274,2732
31,10,211274,0
31,11,211274,328
31,12,211274,5004
31,13,211274,2502
31,14,211274,1528
31,15,211274,4601
31,16,211274,2922
31,17,211274,3153
31,18,211274,4298
31,19,211274,1860
31,20,211274,288
31,21,211274,531
31,22,211274,781
31,23,211274,553
31,24,211274,1005
31,25,211274,2079
31,26,211274,2565
31,27,211274,1602
31,28,211274,939
31,29,211274,52
31,30,211274,2072
31,31,211274,0
31,32,211274,11255
31,33,211274,15449
31,34,211274,2208
31,35,211274,4539
31,36,211274,416
31,37,211274,4147
31,38,211274,15844
31,39,211274,231
31,40,211274,1604
31,41,211274,6029
31,42,211274,0
31,43,211274,83
31,44,211274,941
31,45,211274,3552
31,46,211274,463
31,47,211274,1162
31,48,211274,556
31,49,211274,1297
31,50,211274,888
31,51,211274,2988
31,52,211274,6164
31,53,211274,3934
31,54,211274,4497
31,55,211274,930
31,56,211274,9719
31,57,211274,380
31,58,211274,1038
31,59,211274,794
31,60,211274,0
31,61,211274,362
31,62,211274,4185
31,63,211274,4836
31,64,211274,1000
31,65,211274,1128
31,66,211274,0
31,67,211274,3597
31,68,211274,7758
31,69,211274,0
31,70,211274,4159
31,71,211274,1532
31,72,211274,1599
31,73,211274,1209
31,74,211274,6219
31,75,211274,4274
31,76,211274,1037
31,77,211274,922
31,78,211274,3446
31,79,211274,412
32,1,157303,717
32,2,157303,2121
32,3,157303,2536
32,4,157303,1830
32,5,157303,357
32,6,157303,6825
32,7,157303,436
32,8,157303,304
32,9,157303,2033
32,10,157303,0
32,11,157303,159
32,12,157303,4204
32,13,157303,1854
32,14,157303,1091
32,15,157303,2335
32,16,157303,2284
32,17,157303,2275
32,18,157303,2704
32,19,157303,1004
32,20,157303,205
32,21,157303,384
32,22,157303,479
32,23,157303,424
32,24,157303,809
32,25,157303,1674
32,26,157303,2049
32,27,157303,1660
32,28,157303,892
32,29,157303,55
32,30,157303,1987
32,31,157303,10643
32,32,157303,0
32,33,157303,11860
32,34,157303,1526
32,35,157303,3689
32,36,157303,332
32,37,157303,3570
32,38,157303,11026
32,39,157303,195
32,40,157303,1039
32,41,157303,3849
32,42,157303,0
32,43,157303,70
32,44,157303,374
32,45,157303,2511
32,46,157303,230
32,47,157303,572
32,48,157303,381
32,49,157303,826
32,50,157303,531
32,51,157303,1815
32,52,157303,3921
32,53,157303,3029
32,54,157303,3436
32,55,157303,749
32,56,157303,9396
32,57,157303,278
32,58,157303,923
32,59,157303,719
32,60,157303,0
32,61,157303,236
32,62,157303,3278
32,63,157303,4089
32,64,157303,481
32,65,157303,583
32,66,157303,0
32,67,157303,2176
32,68,157303,4055
32,69,157303,0
32,70,157303,3562
32,71,157303,1225
32,72,157303,1177
32,73,157303,1136
32,74,157303,5000
32,75,157303,3037
32,76,157303,697
32,77,157303,516
32,78,157303,2475
32,79,157303,403
33,1,927739,6580
33,2,927739,17006
33,3,927739,19288
33,4,927739,12391
33,5,927739,2120
33,6,927739,56923
33,7,927739,3417
33,8,927739,2433
33,9,927739,15540
33,10,927739,6
33,11,927739,1014
33,12,927739,27671
33,13,927739,14017
33,14,927739,8887
33,15,927739,21175
33,16,927739,15654
33,17,927739,16766
33,18,927739,16396
33,19,927739,6743
33,20,927739,1575
33,21,927739,3826
33,22,927739,3788
33,23,927739,2354
33,24,927739,5043
33,25,927739,7989
33,26,927739,10903
33,27,927739,9508
33,28,927739,5163
33,29,927739,253
33,30,927739,8890
33,31,927739,15268
33,32,927739,11943
33,33,927739,0
33,34,927739,10724
33,35,927739,25151
33,36,927739,4903
33,37,927739,21265
33,38,927739,62707
33,39,927739,1107
33,40,927739,5452
33,41,927739,19935
33,42,927739,0
33,43,927739,538
33,44,927739,2060
33,45,927739,14171
33,46,927739,1457
33,47,927739,4010
33,48,927739,2436
33,49,927739,5015
33,50,927739,3612
33,51,927739,12083
33,52,927739,24761
33,53,927739,18188
33,54,927739,25128
33,55,927739,5675
33,56,927739,67431
33,57,927739,2326
33,58,927739,6911
33,59,927739,4499
33,60,927739,348
33,61,927739,3128
33,62,927739,24426
33,63,927739,7116
33,64,927739,5266
33,65,927739,4541
33,66,927739,0
33,67,927739,13712
33,68,927739,27851
33,69,927739,0
33,70,927739,25108
33,71,927739,10052
33,72,927739,5596
33,73,927739,9026
33,74,927739,38620
33,75,927739,23204
33,76,927739,4145
33,77,927739,4100
33,78,927739,17529
33,79,927739,1896
34,1,170503,856
34,2,170503,2449
34,3,170503,2540
34,4,170503,1246
34,5,170503,339
34,6,170503,18501
34,7,170503,855
34,8,170503,731
34,9,170503,2653
34,10,170503,0
34,11,170503,83
34,12,170503,2973
34,13,170503,2033
34,14,170503,1204
34,15,170503,3417
34,16,170503,2032
34,17,170503,2200
34,18,170503,2557
34,19,170503,972
34,20,170503,186
34,21,170503,249
34,22,170503,625
34,23,170503,233
34,24,170503,668
34,25,170503,1104
34,26,170503,1657
34,27,170503,1474
34,28,170503,736
34,29,170503,60
34,30,170503,1379
34,31,170503,2141
34,32,170503,1570
34,33,170503,10611
34,34,170503,0
34,35,170503,4529
34,36,170503,1529
34,37,170503,3087
34,38,170503,16766
34,39,170503,124
34,40,170503,1585
34,41,170503,5766
34,42,170503,0
34,43,170503,164
34,44,170503,483
34,45,170503,4421
34,46,170503,176
34,47,170503,826
34,48,170503,344
34,49,170503,796
34,50,170503,619
34,51,170503,1827
34,52,170503,4162
34,53,170503,2795
34,54,170503,4026
34,55,170503,776
34,56,170503,10126
34,57,170503,349
34,58,170503,999
34,59,170503,675
34,60,170503,138
34,61,170503,930
34,62,170503,2922
34,63,170503,951
34,64,170503,1507
34,65,170503,735
34,66,170503,0
34,67,170503,2408
34,68,170503,3611
34,69,170503,0
34,70,170503,4280
34,71,170503,1404
34,72,170503,1235
34,73,170503,1265
34,74,170503,4447
34,75,170503,3015
34,76,170503,426
34,77,170503,1412
34,78,170503,2037
34,79,170503,496
35,1,329812,1662
35,2,329812,5100
35,3,329812,5296
35,4,329812,3196
35,5,329812,784
35,6,329812,24290
35,7,329812,1279
35,8,329812,1061
35,9,329812,4815
35,10,329812,0
35,11,329812,179
35,12,329812,7455
35,13,329812,4175
35,14,329812,2386
35,15,329812,5349
35,16,329812,4494
35,17,329812,4707
35,18,329812,4836
35,19,329812,2185
35,20,329812,390
35,21,329812,645
35,22,329812,1256
35,23,329812,668
35,24,329812,1626
35,25,329812,2591
35,26,329812,4201
35,27,329812,3702
35,28,329812,1707
35,29,329812,90
35,30,329812,3054
35,31,329812,4504
35,32,329812,3660
35,33,329812,25030
35,34,329812,4571
35,35,329812,0
35,36,329812,1631
35,37,329812,7009
35,38,329812,26332
35,39,329812,286
35,40,329812,2687
35,41,329812,9948
35,42,329812,0
35,43,329812,129
35,44,329812,772
35,45,329812,6306
35,46,329812,448
35,47,329812,1330
35,48,329812,802
35,49,329812,1622
35,50,329812,1113
35,51,329812,3062
35,52,329812,7543
35,53,329812,5147
35,54,329812,9342
35,55,329812,2032
35,56,329812,24370
35,57,329812,796
35,58,329812,2512
35,59,329812,1657
35,60,329812,73
35,61,329812,1096
35,62,329812,6868
35,63,329812,2065
35,64,329812,2025
35,65,329812,1404
35,66,329812,0
35,67,329812,6011
35,68,329812,8690
35,69,329812,0
35,70,329812,8899
35,71,329812,3440
35,72,329812,3028
35,73,329812,3162
35,74,329812,10240
35,75,329812,6629
35,76,329812,1213
35,77,329812,1470
35,78,329812,4801
35,79,329812,878
36,1,59977,347
36,2,59977,1038
36,3,59977,1153
36,4,59977,413
36,5,59977,128
36,6,59977,10278
36,7,59977,318
36,8,59977,348
36,9,59977,1179
36,10,59977,0
36,11,59977,0
36,12,59977,894
36,13,59977,778
36,14,59977,407
36,15,59977,3368
36,16,59977,567
36,17,59977,828
36,18,59977,722
36,19,59977,230
36,20,59977,63
36,21,59977,82
36,22,59977,215
36,23,59977,5
36,24,59977,0
36,25,59977,0
36,26,59977,0
36,27,59977,376
36,28,59977,233
36,29,59977,46
36,30,59977,283
36,31,59977,371
36,32,59977,324
36,33,59977,4784
36,34,59977,1537
36,35,59977,1690
36,36,59977,0
36,37,59977,946
36,38,59977,4999
36,39,59977,31
36,40,59977,92
36,41,59977,298
36,42,59977,0
36,43,59977,71
36,44,59977,15
36,45,59977,1307
36,46,59977,0
36,47,59977,222
36,48,59977,73
36,49,59977,201
36,50,59977,157
36,51,59977,494
36,52,59977,1342
36,53,59977,814
36,54,59977,1210
36,55,59977,233
36,56,59977,3663
36,57,59977,151
36,58,59977,331
36,59,59977,201
36,60,59977,140
36,61,59977,529
36,62,59977,934
36,63,59977,308
36,64,59977,520
36,65,59977,0
36,66,59977,0
36,67,59977,0
36,68,59977,0
36,69,59977,0
36,70,59977,1950
36,71,59977,532
36,72,59977,0
36,73,59977,618
36,74,59977,1632
36,75,59977,1194
36,76,59977,0
36,77,59977,691
36,78,59977,667
36,79,59977,406
37,1,257641,1434
37,2,257641,4474
37,3,257641,4378
37,4,257641,2931
37,5,257641,766
37,6,257641,12887
37,7,257641,1074
37,8,257641,552
37,9,257641,4178
37,10,257641,0
37,11,257641,311
37,12,257641,7706
37,13,257641,3582
37,14,257641,2108
37,15,257641,5891
37,16,257641,4635
37,17,257641,4751
37,18,257641,3834
37,19,257641,1998
37,20,257641,455
37,21,257641,1142
37,22,257641,1269
37,23,257641,738
37,24,257641,1447
37,25,257641,3555
37,26,257641,3571
37,27,257641,2987
37,28,257641,1491
37,29,257641,98
37,30,257641,2583
37,31,257641,4259
37,32,257641,3735
37,33,257641,21279
37,34,257641,3135
37,35,257641,7004
37,36,257641,921
37,37,257641,0
37,38,257641,17097
37,39,257641,311
37,40,257641,1473
37,41,257641,5936
37,42,257641,0
37,43,257641,138
37,44,257641,531
37,45,257641,4171
37,46,257641,249
37,47,257641,912
37,48,257641,647
37,49,257641,1426
37,50,257641,812
37,51,257641,2890
37,52,257641,6467
37,53,257641,4709
37,54,257641,6004
37,55,257641,1420
37,56,257641,17786
37,57,257641,635
37,58,257641,1798
37,59,257641,1108
37,60,257641,28
37,61,257641,688
37,62,257641,5682
37,63,257641,2246
37,64,257641,1148
37,65,257641,1179
37,66,257641,0
37,67,257641,2571
37,68,257641,5529
37,69,257641,0
37,70,257641,6284
37,71,257641,2126
37,72,257641,1416
37,73,257641,2198
37,74,257641,9445
37,75,257641,5708
37,76,257641,1252
37,77,257641,1106
37,78,257641,4732
37,79,257641,624
38,1,1006609,4733
38,2,1006609,16557
38,3,1006609,15123
38,4,1006609,8240
38,5,1006609,1989
38,6,1006609,93777
38,7,1006609,4627
38,8,1006609,3884
38,9,1006609,15219
38,10,1006609,0
38,11,1006609,912
38,12,1006609,17219
38,13,1006609,11477
38,14,1006609,7021
38,15,1006609,21429
38,16,1006609,12177
38,17,1006609,12649
38,18,1006609,23107
38,19,1006609,9151
38,20,1006609,1130
38,21,1006609,1134
38,22,1006609,3232
38,23,1006609,1983
38,24,1006609,6606
38,25,1006609,9865
38,26,1006609,13103
38,27,1006609,9170
38,28,1006609,4299
38,29,1006609,203
38,30,1006609,10131
38,31,1006609,15538
38,32,1006609,11089
38,33,1006609,61953
38,34,1006609,16970
38,35,1006609,26154
38,36,1006609,5073
38,37,1006609,17218
38,38,1006609,0
38,39,1006609,1141
38,40,1006609,12602
38,41,1006609,50436
38,42,1006609,0
38,43,1006609,1524
38,44,1006609,3719
38,45,1006609,32457
38,46,1006609,2009
38,47,1006609,5838
38,48,1006609,2759
38,49,1006609,7277
38,50,1006609,4776
38,51,1006609,14536
38,52,1006609,31488
38,53,1006609,21884
38,54,1006609,25511
38,55,1006609,4624
38,56,1006609,56682
38,57,1006609,1974
38,58,1006609,5339
38,59,1006609,4384
38,60,1006609,0
38,61,1006609,3457
38,62,1006609,15949
38,63,1006609,5687
38,64,1006609,9743
38,65,1006609,6609
38,66,1006609,0
38,67,1006609,21128
38,68,1006609,34314
38,69,1006609,0
38,70,1006609,27354
38,71,1006609,8395
38,72,1006609,11707
38,73,1006609,6812
38,74,1006609,25489
38,75,1006609,17277
38,76,1006609,3405
38,77,1006609,7509
38,78,1006609,12007
38,79,1006609,4665
39,1,14295,63
39,2,14295,204
39,3,14295,258
39,4,14295,198
39,5,14295,36
39,6,14295,522
39,7,14295,51
39,8,14295,17
39,9,14295,191
39,10,14295,0
39,11,14295,27
39,12,14295,346
39,13,14295,214
39,14,14295,123
39,15,14295,201
39,16,14295,235
39,17,14295,290
39,18,14295,268
39,19,14295,123
39,20,14295,33
39,21,14295,55
39,22,14295,48
39,23,14295,61
39,24,14295,159
39,25,14295,266
39,26,14295,138
39,27,14295,107
39,28,14295,62
39,29,14295,0
39,30,14295,128
39,31,14295,233
39,32,14295,184
39,33,14295,1064
39,34,14295,118
39,35,14295,262
39,36,14295,33
39,37,14295,320
39,38,14295,1148
39,39,14295,0
39,40,14295,74
39,41,14295,331
39,42,14295,0
39,43,14295,4
39,44,14295,21
39,45,14295,216
39,46,14295,10
39,47,14295,57
39,48,14295,39
39,49,14295,108
39,50,14295,54
39,51,14295,344
39,52,14295,357
39,53,14295,313
39,54,14295,333
39,55,14295,84
39,56,14295,812
39,57,14295,32
39,58,14295,81
39,59,14295,67
39,60,14295,0
39,61,14295,18
39,62,14295,384
39,63,14295,115
39,64,14295,43
39,65,14295,47
39,66,14295,0
39,67,14295,193
39,68,14295,380
39,69,14295,0
39,70,14295,308
39,71,14295,117
39,72,14295,90
39,73,14295,134
39,74,14295,521
39,75,14295,323
39,76,14295,88
39,77,14295,50
39,78,14295,331
39,79,14295,30
40,1,119701,461
40,2,119701,1378
40,3,119701,1364
40,4,119701,666
40,5,119701,196
40,6,119701,8741
40,7,119701,585
40,8,119701,3209
40,9,119701,1322
40,10,119701,0
40,11,119701,101
40,12,119701,1700
40,13,119701,894
40,14,119701,632
40,15,119701,2426
40,16,119701,1014
40,17,119701,1163
40,18,119701,2635
40,19,119701,1082
40,20,119701,92
40,21,119701,131
40,22,119701,305
40,23,119701,268
40,24,119701,629
40,25,119701,1651
40,26,119701,1599
40,27,119701,902
40,28,119701,363
40,29,119701,0
40,30,119701,969
40,31,119701,1685
40,32,119701,974
40,33,119701,5500
40,34,119701,1553
40,35,119701,2659
40,36,119701,98
40,37,119701,1536
40,38,119701,12495
40,39,119701,63
40,40,119701,0
40,41,119701,8005
40,42,119701,0
40,43,119701,225
40,44,119701,541
40,45,119701,2991
40,46,119701,227
40,47,119701,694
40,48,119701,711
40,49,119701,742
40,50,119701,570
40,51,119701,1474
40,52,119701,3630
40,53,119701,1818
40,54,119701,3007
40,55,119701,403
40,56,119701,4671
40,57,119701,160
40,58,119701,472
40,59,119701,335
40,60,119701,0
40,61,119701,205
40,62,119701,1276
40,63,119701,449
40,64,119701,1299
40,65,119701,972
40,66,119701,0
40,67,119701,3189
40,68,119701,4860
40,69,119701,0
40,70,119701,2206
40,71,119701,3603
40,72,119701,1754
40,73,119701,375
40,74,119701,1977
40,75,119701,1517
40,76,119701,390
40,77,119701,740
40,78,119701,1172
40,79,119701,0
41,1,417181,1628
41,2,417181,5252
41,3,417181,5149
41,4,417181,2764
41,5,417181,713
41,6,417181,33295
41,7,417181,2071
41,8,417181,1706
41,9,417181,5760
41,10,417181,0
41,11,417181,339
41,12,417181,5986
41,13,417181,3834
41,14,417181,2577
41,15,417181,9901
41,16,417181,4192
41,17,417181,4723
41,18,417181,10713
41,19,417181,4121
41,20,417181,293
41,21,417181,487
41,22,417181,1301
41,23,417181,894
41,24,417181,2469
41,25,417181,4937
41,26,417181,6482
41,27,417181,3213
41,28,417181,1518
41,29,417181,0
41,30,417181,3578
41,31,417181,6230
41,32,417181,3800
41,33,417181,19993
41,34,417181,5848
41,35,417181,9906
41,36,417181,289
41,37,417181,5896
41,38,417181,50065
41,39,417181,296
41,40,417181,7957
41,41,417181,0
41,42,417181,0
41,43,417181,682
41,44,417181,2005
41,45,417181,12207
41,46,417181,1096
41,47,417181,2753
41,48,417181,999
41,49,417181,3362
41,50,417181,2398
41,51,417181,4666
41,52,417181,13503
41,53,417181,6960
41,54,417181,10463
41,55,417181,1453
41,56,417181,19040
41,57,417181,671
41,58,417181,2051
41,59,417181,1507
41,60,417181,0
41,61,417181,662
41,62,417181,5633
41,63,417181,1940
41,64,417181,5422
41,65,417181,3785
41,66,417181,0
41,67,417181,13116
41,68,417181,19350
41,69,417181,0
41,70,417181,8343
41,71,417181,2747
41,72,417181,6008
41,73,417181,1700
41,74,417181,8276
41,75,417181,5999
41,76,417181,1606
41,77,417181,2750
41,78,417181,3852
41,79,417181,0
42,1,0,0
42,2,0,0
42,3,0,0
42,4,0,0
42,5,0,0
42,6,0,0
42,7,0,0
42,8,0,0
42,9,0,0
42,10,0,0
42,11,0,0
